Column,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number,Advanced Composition,Non-Western Cultures,US Minority Cultures,Western/Comparative Cultures,Literature & the Arts,Historical & Philosophical Perspectives,Physical Sciences,Life Sciences,Quantitative Reasoning 2,Quantitative Reasoning 1,Behavioral Sciences,Social Sciences,General Education
649,2023,Spring,2023-sp,HNDI 115,Language and Culture in India,,Non-Western Cultures,,,,,HNDI,115,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
650,2023,Spring,2023-sp,HORT 223,The Intelligent Behavior of Plants,Advanced Composition,,,Life Sciences,,,HORT,223,Advanced Composition,,,,,,,Life Sciences,,,,,"Advanced Composition,Life Sciences"
651,2023,Spring,2023-sp,IB 100,Biology in Today's World,,,,Life Sciences,,,IB,100,,,,,,,,Life Sciences,,,,,Life Sciences
652,2023,Spring,2023-sp,IB 103,Introduction to Plant Biology,,,,Life Sciences,,,IB,103,,,,,,,,Life Sciences,,,,,Life Sciences
653,2023,Spring,2023-sp,IB 105,Environmental Biology,,,,Life Sciences,,,IB,105,,,,,,,,Life Sciences,,,,,Life Sciences
654,2023,Spring,2023-sp,IB 108,The Biology of Dinosaurs,,,,Life Sciences,,,IB,108,,,,,,,,Life Sciences,,,,,Life Sciences
655,2023,Spring,2023-sp,IB 110,Race and Environmental Biology,,US Minority Cultures,,Life Sciences,,,IB,110,,,US Minority Cultures,,,,,Life Sciences,,,,,"US Minority Cultures,Life Sciences"
656,2023,Spring,2023-sp,IB 150,Organismal & Evolutionary Biol,,,,Life Sciences,,,IB,150,,,,,,,,Life Sciences,,,,,Life Sciences
657,2023,Spring,2023-sp,IB 203,Ecology,Advanced Composition,,,,,,IB,203,Advanced Composition,,,,,,,,,,,,Advanced Composition
658,2023,Spring,2023-sp,IB 210,The Biology of Sex: From Molecules to Societies,,,,Life Sciences,,,IB,210,,,,,,,,Life Sciences,,,,,Life Sciences
659,2023,Spring,2023-sp,IB 220,Applied Entomology,,,,Life Sciences,,,IB,220,,,,,,,,Life Sciences,,,,,Life Sciences
660,2023,Spring,2023-sp,IB 271,Organismal Biology,Advanced Composition,,,,,,IB,271,Advanced Composition,,,,,,,,,,,,Advanced Composition
661,2023,Spring,2023-sp,IHLT 230,Leadership in Health,,,,,,Social Sciences,IHLT,230,,,,,,,,,,,,Social Sciences,Social Sciences
662,2023,Spring,2023-sp,IHLT 232,Health Disparities in the U.S.,,US Minority Cultures,,,,,IHLT,232,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
663,2023,Spring,2023-sp,IHLT 240,Aging and Health Policy,,,,,,Behavioral Sciences,IHLT,240,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
664,2023,Spring,2023-sp,INFO 202,Social Aspects Info Tech,,,,,,Social Sciences,INFO,202,,,,,,,,,,,,Social Sciences,Social Sciences
665,2023,Spring,2023-sp,INFO 303,Writing Across Media,Advanced Composition,,,,,,INFO,303,Advanced Composition,,,,,,,,,,,,Advanced Composition
666,2023,Spring,2023-sp,IS 101,Introduction to Information Sciences,,,,,,Social Sciences,IS,101,,,,,,,,,,,,Social Sciences,Social Sciences
667,2023,Spring,2023-sp,IS 107,Data Science Discovery,,,,,Quantitative Reasoning 1,,IS,107,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
668,2023,Spring,2023-sp,IS 145,Mapping Inequalities,,US Minority Cultures,,,Quantitative Reasoning 2,Social Sciences,IS,145,,,US Minority Cultures,,,,,,Quantitative Reasoning 2,,,Social Sciences,"Social Sciences,US Minority Cultures,Quantitative Reasoning 2"
669,2023,Spring,2023-sp,IS 202,Social Aspects Info Tech,,,,,,Social Sciences,IS,202,,,,,,,,,,,,Social Sciences,Social Sciences
670,2023,Spring,2023-sp,IS 203,Analytical Foundations for Information Problems,,,,,Quantitative Reasoning 2,,IS,203,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
671,2023,Spring,2023-sp,IS 229,Web Design Fundamentals,,,,,Quantitative Reasoning 1,,IS,229,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
672,2023,Spring,2023-sp,IS 266,Community Innovation,,Western/Comparative Cultures,,,,Social Sciences,IS,266,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,"Social Sciences,Western/Comparative Cultures"
673,2023,Spring,2023-sp,IS 305,Programming for Information Problems II,,,,,Quantitative Reasoning 1,,IS,305,,,,,,,,,,Quantitative Reasoning 1,,,Quantitative Reasoning 1
674,2023,Spring,2023-sp,IS 312,Reading and Writing Data,Advanced Composition,,Literature & the Arts,,,,IS,312,Advanced Composition,,,,Literature & the Arts,,,,,,,,"Advanced Composition,Literature & the Arts"
675,2023,Spring,2023-sp,ITAL 156,Exploring Rome: History and Culture of the Eternal City,,Western/Comparative Cultures,Literature & the Arts,,,,ITAL,156,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
676,2023,Spring,2023-sp,ITAL 240,Italy Middle Ages & Renaiss,,,Literature & the Arts,,,,ITAL,240,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
677,2023,Spring,2023-sp,ITAL 250,Minority Identities in Film and Culture: The Italian American and African American Experience,,US Minority Cultures,,,,,ITAL,250,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
678,2023,Spring,2023-sp,ITAL 270,Introduction to Italian Cinema,,,Literature & the Arts,,,,ITAL,270,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
679,2023,Spring,2023-sp,JOUR 200,Introduction to Journalism,Advanced Composition,,,,,,JOUR,200,Advanced Composition,,,,,,,,,,,,Advanced Composition
680,2023,Spring,2023-sp,JOUR 205,History of American Journalism,,,Historical & Philosophical Perspectives,,,,JOUR,205,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
681,2023,Spring,2023-sp,JOUR 451,Research Methods in Journalism,,,,,Quantitative Reasoning 2,,JOUR,451,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
682,2023,Spring,2023-sp,JOUR 452,Great Books of Journalism,,,Literature & the Arts,,,,JOUR,452,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
683,2023,Spring,2023-sp,JS 108,Religion & Society in West I,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,JS,108,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
684,2023,Spring,2023-sp,JS 120,A History of Judaism,Advanced Composition,,Historical & Philosophical Perspectives,,,,JS,120,Advanced Composition,,,,,Historical & Philosophical Perspectives,,,,,,,"Advanced Composition,Historical & Philosophical Perspectives"
685,2023,Spring,2023-sp,JS 201,History of Antisemitism,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,JS,201,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
686,2023,Spring,2023-sp,JS 209,Jewish American and US Minority Literatures in Dialogue,,US Minority Cultures,Literature & the Arts,,,,JS,209,,,US Minority Cultures,,Literature & the Arts,,,,,,,,"US Minority Cultures,Literature & the Arts"
687,2023,Spring,2023-sp,JS 211,The Arab-Israeli Conflict,,Western/Comparative Cultures,Literature & the Arts,,,,JS,211,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
688,2023,Spring,2023-sp,JS 212,Israeli Cinema and Television,,Western/Comparative Cultures,Literature & the Arts,,,,JS,212,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
689,2023,Spring,2023-sp,JS 220,Jewish Storytelling,,Western/Comparative Cultures,Literature & the Arts,,,,JS,220,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
690,2023,Spring,2023-sp,JS 231,Development of Ancient Cities,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,JS,231,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
691,2023,Spring,2023-sp,JS 252,The Holocaust,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,JS,252,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
692,2023,Spring,2023-sp,JS 261,The Holocaust in Context,,Western/Comparative Cultures,Literature & the Arts,,,,JS,261,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
693,2023,Spring,2023-sp,JS 262,Zionism: A Global History,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,JS,262,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
694,2023,Spring,2023-sp,JS 269,Jewish History Since 1700,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,JS,269,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
695,2023,Spring,2023-sp,JS 290,Jewish Cultures of the World,,Non-Western Cultures,,,,,JS,290,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
696,2023,Spring,2023-sp,JS 320,Responses to the Holocaust,,Western/Comparative Cultures,Literature & the Arts,,,,JS,320,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,"Western/Comparative Cultures,Literature & the Arts"
697,2023,Spring,2023-sp,KIN 140,Social Sci of Human Movement,,,,,,Social Sciences,KIN,140,,,,,,,,,,,,Social Sciences,Social Sciences
698,2023,Spring,2023-sp,KIN 150,Bioscience of Human Movement,,,,Life Sciences,,,KIN,150,,,,,,,,Life Sciences,,,,,Life Sciences
699,2023,Spring,2023-sp,KIN 201,Physical Activity Research Methods,,,,,Quantitative Reasoning 2,,KIN,201,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
700,2023,Spring,2023-sp,KIN 230,"Diversity in Recreation, Sport, and Tourism",,US Minority Cultures,,,,,KIN,230,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
701,2023,Spring,2023-sp,KIN 249,Sport & Modern Society,,,,,,Social Sciences,KIN,249,,,,,,,,,,,,Social Sciences,Social Sciences
702,2023,Spring,2023-sp,KIN 259,Motor Development and Control,,,,,,Behavioral Sciences,KIN,259,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
703,2023,Spring,2023-sp,KIN 262,"Motor Develop, Growth & Form",,,,,,Behavioral Sciences,KIN,262,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
704,2023,Spring,2023-sp,KIN 340,Social & Psychological Aspects of Physical Activity,Advanced Composition,,,,,,KIN,340,Advanced Composition,,,,,,,,,,,,Advanced Composition
705,2023,Spring,2023-sp,KIN 401,Measure & Eval in Kinesiology,,,,,Quantitative Reasoning 2,,KIN,401,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
706,2023,Spring,2023-sp,LA 212,Water and Society,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,LA,212,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
707,2023,Spring,2023-sp,LA 221,History of the Prison,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,LA,221,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Western/Comparative Cultures,Historical & Philosophical Perspectives"
708,2023,Spring,2023-sp,LA 222,Islamic Gardens & Architecture,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,LA,222,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,"Non-Western Cultures,Historical & Philosophical Perspectives"
709,2023,Spring,2023-sp,LA 242,Nature and American Culture,,Western/Comparative Cultures,,,,,LA,242,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
710,2023,Spring,2023-sp,LA 250,Environmental Site Analysis,,,,Physical Sciences,,,LA,250,,,,,,,Physical Sciences,,,,,,Physical Sciences
711,2023,Spring,2023-sp,LA 314,History of World Landscapes,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,LA,314,Advanced Composition,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,"Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives"
712,2023,Spring,2023-sp,LAST 170,Introduction to Latin America,,Non-Western Cultures,,,,Social Sciences,LAST,170,,Non-Western Cultures,,,,,,,,,,Social Sciences,"Social Sciences,Non-Western Cultures"
713,2023,Spring,2023-sp,LAST 210,Life in the Andes,,Non-Western Cultures,,,,Social Sciences,LAST,210,,Non-Western Cultures,,,,,,,,,,Social Sciences,"Social Sciences,Non-Western Cultures"
714,2023,Spring,2023-sp,LAST 232,Spanish in the Community,,US Minority Cultures,,,,,LAST,232,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
715,2023,Spring,2023-sp,LAW 301,Introduction to Law,,,Historical & Philosophical Perspectives,,,,LAW,301,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
716,2023,Spring,2023-sp,LAW 302,Transitional Justice,,US Minority Cultures,Historical & Philosophical Perspectives,,,,LAW,302,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,"US Minority Cultures,Historical & Philosophical Perspectives"
717,2023,Spring,2023-sp,LAW 303,Living the Law,,,Historical & Philosophical Perspectives,,,,LAW,303,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
718,2023,Spring,2023-sp,LEAD 230,Leadership Communications,Advanced Composition,,,,,Social Sciences,LEAD,230,Advanced Composition,,,,,,,,,,,Social Sciences,"Social Sciences,Advanced Composition"
719,2023,Spring,2023-sp,LEAD 260,Foundations of Leadership,,,,,,Social Sciences,LEAD,260,,,,,,,,,,,,Social Sciences,Social Sciences
720,2023,Spring,2023-sp,LEAD 340,Leadership Ethics & Society: Addressing Contemporary Challenges,,US Minority Cultures,,,,,LEAD,340,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
721,2023,Spring,2023-sp,LEAD 360,Advanced Leadership Studies,,,,,,Social Sciences,LEAD,360,,,,,,,,,,,,Social Sciences,Social Sciences
722,2023,Spring,2023-sp,LER 100,Introduction to Labor Studies,,,,,,Social Sciences,LER,100,,,,,,,,,,,,Social Sciences,Social Sciences
723,2023,Spring,2023-sp,LING 100,Intro to Language Science,,,,,,Social Sciences,LING,100,,,,,,,,,,,,Social Sciences,Social Sciences
724,2023,Spring,2023-sp,LING 104,Talking Culture,,,,,,Social Sciences,LING,104,,,,,,,,,,,,Social Sciences,Social Sciences
725,2023,Spring,2023-sp,LING 115,Language and Culture in India,,Non-Western Cultures,,,,,LING,115,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
726,2023,Spring,2023-sp,LING 222,Language in Globalization,,Non-Western Cultures,,,,,LING,222,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
727,2023,Spring,2023-sp,LING 225,"Language, Mind, and Brain",,,,,,Behavioral Sciences,LING,225,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
728,2023,Spring,2023-sp,LING 240,Language in Human History,,,Historical & Philosophical Perspectives,,,,LING,240,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
729,2023,Spring,2023-sp,LING 250,American Voices: Linguistic Diversity in the US,,US Minority Cultures,,,,Social Sciences,LING,250,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
730,2023,Spring,2023-sp,LING 270,"Language, Technology & Society",,Western/Comparative Cultures,,,,Behavioral Sciences,LING,270,,,,Western/Comparative Cultures,,,,,,,Behavioral Sciences,,"Western/Comparative Cultures,Behavioral Sciences"
731,2023,Spring,2023-sp,LING 301,Elements of Syntax,Advanced Composition,,,,,,LING,301,Advanced Composition,,,,,,,,,,,,Advanced Composition
732,2023,Spring,2023-sp,LLS 100,Intro Latina/Latino Studies,,US Minority Cultures,,,,Social Sciences,LLS,100,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
733,2023,Spring,2023-sp,LLS 200,U.S. Race and Empire,,US Minority Cultures,Historical & Philosophical Perspectives,,,,LLS,200,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,"US Minority Cultures,Historical & Philosophical Perspectives"
734,2023,Spring,2023-sp,LLS 201,US Racial & Ethnic Politics,,US Minority Cultures,,,,Social Sciences,LLS,201,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
735,2023,Spring,2023-sp,LLS 215,US Citizenship Comparatively,,US Minority Cultures,Historical & Philosophical Perspectives,,,,LLS,215,,,US Minority Cultures,,,Historical & Philosophical Perspectives,,,,,,,"US Minority Cultures,Historical & Philosophical Perspectives"
736,2023,Spring,2023-sp,LLS 220,Latina/o Migration,,US Minority Cultures,,,,Social Sciences,LLS,220,,,US Minority Cultures,,,,,,,,,Social Sciences,"Social Sciences,US Minority Cultures"
737,2023,Spring,2023-sp,LLS 230,Latina/o Genders & Sexualities,,US Minority Cultures,,,,,LLS,230,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
738,2023,Spring,2023-sp,LLS 240,Latina/o Popular Culture,,US Minority Cultures,,,,,LLS,240,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
