Column,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number,Advanced Composition,Non-Western Cultures,US Minority Cultures,Western/Comparative Cultures,Literature & the Arts,Historical & Philosophical Perspectives,Physical Sciences,Life Sciences,Quantitative Reasoning 2,Quantitative Reasoning 1,Behavioral Sciences,Social Sciences,GeneralEducation
918,2023,Spring,2023-sp,REL 110,World Religions,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,110,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
918,2023,Spring,2023-sp,REL 110,World Religions,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,110,,,,,,,,,,,,,Historical & Philosophical Perspectives
919,2023,Spring,2023-sp,REL 115,Language and Culture in India,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,115,,Non-Western Cultures,,,,,,,,,,,Non-Western Cultures
920,2023,Spring,2023-sp,REL 116,Faith & Self in Global Context,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,116,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
921,2023,Spring,2023-sp,REL 120,A History of Judaism,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,120,Advanced Composition,,,,,Historical & Philosophical Perspectives,,,,,,,Advanced Composition
921,2023,Spring,2023-sp,REL 120,A History of Judaism,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,120,,,,,,,,,,,,,Historical & Philosophical Perspectives
922,2023,Spring,2023-sp,REL 121,Introduction to Christianity,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,121,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
923,2023,Spring,2023-sp,REL 122,History East Asian Religions,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,122,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
923,2023,Spring,2023-sp,REL 122,History East Asian Religions,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,122,,,,,,,,,,,,,Historical & Philosophical Perspectives
924,2023,Spring,2023-sp,REL 132,Zen,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,132,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
924,2023,Spring,2023-sp,REL 132,Zen,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,132,,,,,,,,,,,,,Historical & Philosophical Perspectives
925,2023,Spring,2023-sp,REL 134,"Religion, Race, and Resistance",Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,134,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
926,2023,Spring,2023-sp,REL 160,Ancient Greek & Roman Religion,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,160,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
926,2023,Spring,2023-sp,REL 160,Ancient Greek & Roman Religion,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,160,,,,,,,,,,,,,Historical & Philosophical Perspectives
927,2023,Spring,2023-sp,REL 201,Hebrew Bible in English,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,201,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
928,2023,Spring,2023-sp,REL 208,Cultures & Literatures of South Asia,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,208,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
928,2023,Spring,2023-sp,REL 208,Cultures & Literatures of South Asia,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,208,,,,,,,,,,,,,Literature & the Arts
929,2023,Spring,2023-sp,REL 212,History of Antisemitism,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,212,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
929,2023,Spring,2023-sp,REL 212,History of Antisemitism,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,212,,,,,,,,,,,,,Historical & Philosophical Perspectives
930,2023,Spring,2023-sp,REL 214,Introduction to Islam,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,214,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
930,2023,Spring,2023-sp,REL 214,Introduction to Islam,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,214,,,,,,,,,,,,,Historical & Philosophical Perspectives
931,2023,Spring,2023-sp,REL 215,African Muslim Societies,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,215,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
931,2023,Spring,2023-sp,REL 215,African Muslim Societies,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,215,,,,,,,,,,,,,Historical & Philosophical Perspectives
932,2023,Spring,2023-sp,REL 220,Jewish Storytelling,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,220,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
932,2023,Spring,2023-sp,REL 220,Jewish Storytelling,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,220,,,,,,,,,,,,,Literature & the Arts
933,2023,Spring,2023-sp,REL 223,The Qur'an (Koran),Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,223,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
933,2023,Spring,2023-sp,REL 223,The Qur'an (Koran),Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,223,,,,,,,,,,,,,Literature & the Arts
934,2023,Spring,2023-sp,REL 224,Chinese Thought and Culture,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,224,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
934,2023,Spring,2023-sp,REL 224,Chinese Thought and Culture,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,224,,,,,,,,,,,,,Historical & Philosophical Perspectives
935,2023,Spring,2023-sp,REL 225,Japanese Religions: Thought and Practice,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,225,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
935,2023,Spring,2023-sp,REL 225,Japanese Religions: Thought and Practice,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,225,,,,,,,,,,,,,Historical & Philosophical Perspectives
936,2023,Spring,2023-sp,REL 230,Philosophy of Religion Intro,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,230,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
937,2023,Spring,2023-sp,REL 231,Religion and Philosophy,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,231,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
938,2023,Spring,2023-sp,REL 234,Black Religious Imaginations,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,234,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
939,2023,Spring,2023-sp,REL 235,History of Religion in America,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,235,,,,,,Historical & Philosophical Perspectives,,,,,,,Historical & Philosophical Perspectives
940,2023,Spring,2023-sp,REL 236,"Religion, Violence & America",Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,236,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
941,2023,Spring,2023-sp,REL 251,Viking Mythology,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,251,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
941,2023,Spring,2023-sp,REL 251,Viking Mythology,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,251,,,,,,,,,,,,,Historical & Philosophical Perspectives
942,2023,Spring,2023-sp,REL 258,Muslims in America,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,258,,,US Minority Cultures,,,,,,,,,Social Sciences,Social Sciences
942,2023,Spring,2023-sp,REL 258,Muslims in America,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,258,,,,,,,,,,,,,US Minority Cultures
943,2023,Spring,2023-sp,REL 260,Mystics and Saints in Islam,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,260,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
943,2023,Spring,2023-sp,REL 260,Mystics and Saints in Islam,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,260,,,,,,,,,,,,,Literature & the Arts
944,2023,Spring,2023-sp,REL 269,Jewish History Since 1700,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,269,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
944,2023,Spring,2023-sp,REL 269,Jewish History Since 1700,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,269,,,,,,,,,,,,,Historical & Philosophical Perspectives
945,2023,Spring,2023-sp,REL 270,"Religion, Ethics, Environment",Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,270,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
945,2023,Spring,2023-sp,REL 270,"Religion, Ethics, Environment",Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,270,,,,,,,,,,,,,Historical & Philosophical Perspectives
946,2023,Spring,2023-sp,REL 283,Jewish Sacred Literature,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,283,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
947,2023,Spring,2023-sp,REL 286,Introduction to Hinduism,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,286,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
947,2023,Spring,2023-sp,REL 286,Introduction to Hinduism,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,286,,,,,,,,,,,,,Historical & Philosophical Perspectives
948,2023,Spring,2023-sp,REL 287,Introduction to Buddhism,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,287,,Non-Western Cultures,,,,Historical & Philosophical Perspectives,,,,,,,Non-Western Cultures
948,2023,Spring,2023-sp,REL 287,Introduction to Buddhism,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,287,,,,,,,,,,,,,Historical & Philosophical Perspectives
949,2023,Spring,2023-sp,REL 320,Responses to the Holocaust,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,320,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
949,2023,Spring,2023-sp,REL 320,Responses to the Holocaust,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,320,,,,,,,,,,,,,Literature & the Arts
950,2023,Spring,2023-sp,REL 393,The World of Jewish Sepharad,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,393,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
950,2023,Spring,2023-sp,REL 393,The World of Jewish Sepharad,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,REL,393,,,,,,,,,,,,,Historical & Philosophical Perspectives
951,2023,Spring,2023-sp,RHET 233,Adv Rhetoric & Composition,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,RHET,233,Advanced Composition,,,,,,,,,,,,Advanced Composition
952,2023,Spring,2023-sp,RST 100,"Recreation, Sport, and Tourism in Modern Society",Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,RST,100,,,,,,,,,,,,Social Sciences,Social Sciences
953,2023,Spring,2023-sp,RST 120,"Parks, Recreation, and Environments",Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Behavioral Sciences,RST,120,,,,,,,,,,,Behavioral Sciences,,Behavioral Sciences
954,2023,Spring,2023-sp,RST 224,Politics of the National Parks,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,RST,224,,,,,,,,,,,,Social Sciences,Social Sciences
955,2023,Spring,2023-sp,RST 225,Environmental Politics & Policy,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,RST,225,,,,,,,,,,,,Social Sciences,Social Sciences
956,2023,Spring,2023-sp,RST 230,"Diversity in Recreation, Sport, and Tourism",Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,RST,230,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
957,2023,Spring,2023-sp,RST 242,Nature and American Culture,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,RST,242,,,,Western/Comparative Cultures,,,,,,,,,Western/Comparative Cultures
958,2023,Spring,2023-sp,RST 335,Leisure and Consumer Culture,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 1,Social Sciences,RST,335,,,,Western/Comparative Cultures,,,,,,,,Social Sciences,Social Sciences
